Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1968,41749510603
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1969,47056941587
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1970,47602358397
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1971,52197888096
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1972,56735886019
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1973,73096340027
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1974,89551627351
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1975,95312337397
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1976,96023171890
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1977,1.09228E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1978,1.24106E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1979,1.42125E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1980,1.78504E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1981,1.85158E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1982,1.784E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1983,1.85817E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1984,1.70095E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1985,1.49394E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1986,1.60633E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1987,1.90269E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1988,2.07464E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1989,2.20706E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1990,2.56505E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1991,2.77043E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1992,2.41298E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1993,2.40095E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1994,2.43571E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1995,2.73433E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1996,2.73531E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1997,2.88378E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1998,2.68833E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1999,2.65429E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2000,2.87202E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2001,2.60992E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2002,2.67815E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2003,3.55716E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2004,4.42696E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2005,5.16661E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2006,5.80241E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2007,6.65599E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2008,7.13502E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2009,7.15485E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2010,8.4941E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2011,9.45439E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2012,9.52998E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2013,9.62441E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2014,9.78744E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2015,8.98309E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2016,8.28961E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2017,9.73025E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2018,1.01229E+12
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2019,1.00975E+12
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2020,9.33407E+11
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2021,1.0856E+12
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2022,1.19164E+12
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2023,1.17691E+12
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2024,1.28768E+12
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2000,3521418060
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2001,2813571754
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2002,3825701439
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2003,4520946819
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2004,5224896719
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2005,6203256539
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2006,6971758282
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2007,9747886187
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2008,10109297048
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2009,12416152732
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2010,15856668556
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2011,17805098206
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2012,19907329778
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2013,20146416758
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2014,20497128556
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2015,19134221645
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2016,18116572395
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2017,18753456498
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2018,18053222687
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2019,18799444490
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2020,19955929052
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2021,14259995441
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2022,14497243872
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2023,17152234637
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1960,11905107707
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1961,12708033250
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1962,13630920944
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1963,14469258365
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1964,15803936677
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1965,16921238012
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1966,18034328958
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1967,16493846012
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1968,17022944325
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1969,19301601791
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1970,26697431082
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1971,24497038201
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1972,29489666871
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1973,36891334761
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1974,49688193509
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1975,57280847676
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1976,68386320279
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1977,71790695366
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1978,78779099935
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1979,96682239333
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1980,1.20501E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1981,2.16911E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1982,1.95918E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1983,1.51223E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1984,1.31218E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1985,1.37803E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1986,1.09237E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1987,1.12295E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1988,1.11227E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1989,1.03934E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1990,1.23711E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1991,1.29942E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1992,1.24599E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1993,1.29733E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1994,1.34777E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1995,2.07177E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1996,2.62601E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1997,2.75742E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1998,2.96152E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1999,1.39468E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2000,1.4214E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2001,1.50058E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2002,1.7939E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2003,2.07755E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2004,2.58567E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2005,3.17096E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2006,4.02724E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2007,4.71538E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2008,5.75059E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2009,5.15474E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2010,6.0628E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2011,6.91187E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2012,7.48127E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2013,8.44203E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2014,9.03934E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2015,7.78022E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2016,7.00028E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2017,6.94051E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2018,7.7784E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2019,8.33289E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2020,7.97295E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2021,8.58115E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2022,8.9364E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2023,8.14729E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2024,6.70026E+11
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1980,5930503401
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1981,5550483036
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1982,5550483036
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1983,5784341596
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1984,6131475065
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1985,7554065410
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1986,7072536109
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1987,8084412414
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1988,8769836769
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1989,10201780977
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1990,11229515599
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1991,10603784541
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1992,8307810974
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1993,5768720422
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1994,4438321017
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1995,5538749260
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1996,7526421519
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1997,7648380196
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1998,6506221616
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1999,6152923310
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2000,9129594970
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2001,8936079118
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2002,15285592370
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2003,17812704586
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2004,23552057679
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2005,36970900884
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2006,52381025141
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2007,65266415494
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2008,88538665085
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2009,70307196182
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2010,83799474070
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2011,1.1179E+11
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2012,1.28053E+11
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2013,1.32339E+11
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2014,1.35967E+11
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2015,90496420507
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2016,52761617226
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2017,73690154991
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2018,79450688259
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2019,70897962732
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2020,48501561204
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2021,66505129988
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2022,1.044E+11
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2023,84875162197
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2024,80396942242
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1980,1578102105
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1981,1808177156
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1982,1861163170
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1983,1881412587
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1984,1857337995
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1985,1897050117
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1986,2097326250
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1987,2080796250
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1988,2051236250
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1989,2253090000
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1990,2028553750
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1991,1099559028
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1992,652174990.8
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1993,1185315468
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1994,1880950864
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1995,2905092799
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1996,3234486232
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1997,2293666030
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1998,2600356999
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1999,3283941510
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2000,3584570165
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2001,4059064033
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2002,4515003117
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2003,5801712040
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2004,7406645793
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2005,8256658250
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2006,9150528132
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2007,11116937870
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2008,13258506375
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2009,12335540656
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2010,12086545641
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2011,12973755875
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2012,12246499748
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2013,12796985886
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2014,13296322588
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2015,11470171827
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2016,11988668785
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2017,13258268436
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2018,15379508330
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2019,15585111614
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2020,15241455556
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2021,18032009220
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2022,19017244117
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2023,23547180412
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2024,27177735528
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1970,78617711.1
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1971,89406608.15
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1972,113414397.4
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1973,150841639.3
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1974,186557082
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1975,220112572.2
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1976,227283850.8
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1977,253997897.2
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1978,308020261.2
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1979,411548748.4
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1980,446377776.8
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1981,388983266.2
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1982,375914743.6
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1983,327850042.5
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1984,330073080.6
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1985,346742714.7
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1986,481996012.9
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1987,611299924.5
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1988,721425939.2
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1989,795489582
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1990,1028989692
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1991,1106891362
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1992,1209992020
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1993,1007090270
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1994,1017544069
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1995,1178745283
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1996,1224024139
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1997,1180645572
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1998,1211953994
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1999,1240295103
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2000,1432606189
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2001,1548265808
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2002,1764279824
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2003,2366941809
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2004,2900245324
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2005,3161084091
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2006,3459337987
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2007,3957625367
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2008,4102319399
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2009,3688976341
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2010,3449925739
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2011,3629133574
